"mini.xml",1,1,43,116,39,0,1,35,0,3,0,1,1, 0, 0, 0, 0,0, 1, 1, 0, 0, 4, 0, 1, 3, 1, 0, 0, 0, 0, 4, 1, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 12, 0, 4, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 0, 0
"mini.xml",2,1,32,128,45,0,1,18,2,8,0,0,1, 0, 0, 0, 0,0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 5, 0, 0, 4, 1, 0, 0, 0, 1, 7, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 2, 0, 2, 1, 1, 1, 0, 0, 0, 0
"mini.xml",3,1,19,81,26,0,1,14,2,6,0,0,0, 0, 1, 0, 0,0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 2, 0, 0, 4, 2, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0
"mini.xml",4,1,19,81,27,0,1,9,2,7,1,0,1, 0, 0, 0, 0,0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 2, 0, 0, 1, 1, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 2, 1, 0, 0, 0
"mini.xml",5,1,20,85,30,0,1,10,1,5,0,0,1, 0, 0, 0, 0,0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 2, 0, 0, 3, 1, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 2, 0, 0, 0, 0
"mini.xml",6,1,31,145,50,0,1,13,6,13,0,0,1, 0, 0, 0, 0,0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 4, 0, 0, 6, 1, 0, 0, 0, 0, 6, 1, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0
"mini.xml",7,1,24,104,34,0,1,14,4,6,1,0,1, 0, 0, 0, 0,0, 1, 1, 0, 0, 2, 0, 1, 0, 0, 0, 3, 0, 0, 1, 1, 0, 0, 0, 0, 5, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0
"mini.xml",8,1,12,63,21,0,0,4,3,6,1,0,0, 0, 1, 0, 0,0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0
"mini.xml",9,1,17,65,20,0,1,11,1,4,1,0,0, 0, 1, 0, 0,0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 4, 0, 0, 3, 0, 0, 0, 0, 0, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0
"mini.xml",10,1,19,55,14,0,1,12,0,2,0,0,1, 0, 0, 0, 0,0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 3, 3, 0, 0, 2, 1, 0, 0, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0
